Genes	TCGA-24-1553-01A	TCGA-36-1569-01A	TCGA-24-1603-01A	TCGA-24-1557-01A	TCGA-24-1104-01A	TCGA-61-1724-01A	TCGA-24-1464-01A	TCGA-25-1318-01A	TCGA-24-1105-01A	TCGA-24-2023-01A	TCGA-29-1776-01A	TCGA-25-2409-01A	TCGA-25-1329-01A	TCGA-61-1911-01A	TCGA-24-2298-01A	TCGA-13-1489-01A	TCGA-61-1914-01A	TCGA-24-1431-01A	TCGA-24-1416-01A	TCGA-29-1696-01A	TCGA-24-1604-01A	TCGA-29-1711-01A	TCGA-36-1570-01A	TCGA-59-2348-01A	TCGA-25-1631-01A	TCGA-24-2033-01A	TCGA-24-1103-01A	TCGA-25-1322-01A	TCGA-24-1552-01A	TCGA-25-1321-01A	TCGA-59-2352-01A	TCGA-61-1918-01A	TCGA-25-1313-01A	TCGA-13-1511-01A	TCGA-24-2267-01A	TCGA-25-2400-01A	TCGA-29-1763-01A	TCGA-61-2008-01A	TCGA-29-1690-01A	TCGA-24-2024-01A	TCGA-29-1688-01A	TCGA-24-1464-01A	TCGA-29-2427-01A	TCGA-13-1507-01A	TCGA-29-1769-01A	TCGA-24-1428-01A	TCGA-30-1866-01A	TCGA-23-1123-01A	TCGA-25-2399-01A	TCGA-61-1907-01A	TCGA-24-2261-01A	TCGA-61-1995-01A	TCGA-13-2060-01A	TCGA-24-2290-01A	TCGA-13-1497-01A	TCGA-24-2288-01A	TCGA-13-1404-01A	TCGA-24-1422-01A	TCGA-29-1710-01A	TCGA-29-1766-01A	TCGA-13-1483-01A	TCGA-13-1410-01A	TCGA-13-1488-01A	TCGA-29-1770-01A	TCGA-29-1693-01A	TCGA-30-1891-01A	TCGA-24-1430-01A	TCGA-25-1628-01A	TCGA-29-1705-01A	TCGA-13-1499-01A	TCGA-25-1320-01A	TCGA-61-1919-01A	TCGA-24-1562-01A	TCGA-29-1785-01A	TCGA-23-1122-01A	TCGA-25-1635-01A	TCGA-24-1435-01A	TCGA-24-2289-01A	TCGA-13-1485-01A	TCGA-36-1576-01A	TCGA-29-2414-01A	TCGA-29-1777-01A	TCGA-13-1501-01A	TCGA-13-1495-01A	TCGA-13-1487-01A	TCGA-24-1467-01A	TCGA-24-2027-01A	TCGA-25-1312-01A	TCGA-24-2020-01A	TCGA-29-1774-01A	TCGA-61-1910-01A	TCGA-29-1762-01A	TCGA-24-1558-01A	TCGA-61-1741-01A	TCGA-13-1492-01A	TCGA-36-1571-01A	TCGA-29-1697-01A	TCGA-61-1900-01A	TCGA-61-2088-01A	TCGA-13-1409-01A	TCGA-36-1581-01A	TCGA-24-1923-01A	TCGA-24-1550-01A	TCGA-24-1563-01A	TCGA-25-1630-01A	TCGA-25-1323-01A	TCGA-25-1623-01A	TCGA-36-1577-01A	TCGA-25-2396-01A	TCGA-24-1474-01A	TCGA-25-1319-01A	TCGA-25-2404-01A	TCGA-29-1768-01A	TCGA-59-2351-01A	TCGA-24-1551-01A	TCGA-24-1544-01A	TCGA-24-1565-01A	TCGA-25-1316-01A	TCGA-09-2056-01A
PSMD5	0.646681013	-3.92777871	0.155599875	1.561142626	1.05151918	2.469021523	-0.613173741	0.072154449	-1.022880462	-0.744735419	0.53095519	-1.448586276	0.436613183	0.730187104	0.761269666	-0.507594576	0.164549478	-0.616265869	-0.09561283	1.063751851	0.045136818	1.549381966	-0.756691543	0.602394896	-0.509216561	-5.223965423	0.270996924	0.718854285	0.897255012	0.191627172	-0.431208117	0.147102184	0.852377644	-0.287215893	-0.552808927	-0.289362789	-0.209646064	0.294819814	0.447937698	-0.662845299	0.65581421	-0.613173741	0.953347836	0.227930384	0.759717524	-1.498502846	-0.165262952	0.586075581	-0.027779549	0.796130281	0.559125782	-0.763160986	-0.224981845	1.354785018	0.51530455	0.152757451	0.352388974	-0.52775753	-0.298475015	-0.412471469	2.040206115	-0.868589003	0.400786454	-0.182032772	-0.983793637	0.484450768	0.613805222	0.838639471	0.779996198	-0.122551345	0.588612578	-0.183839671	-0.934413845	1.083594723	0.545773501	1.053254078	0.154521826	-0.003185207	-0.55207817	-0.607833811	-0.93662416	-2.113093677	0.584567931	-0.701632163	-0.682004697	0.900329096	0.203173472	-0.588065966	0.343433147	-1.561598471	-2.015623068	0.238435001	-0.662697873	-0.180302994	0.818042099	-1.260606931	0.857800734	0.24518921	0.732007486	-0.598349912	0.676972698	0.375608801	-0.32496999	-0.52707023	0.100727646	-0.941559876	0.25093425	1.416496056	-0.108663882	1.064187508	0.772505118	0.930539881	0.437439757	-0.121560022	-0.774372018	-0.721437605	0.902876506	-0.535567407	-0.445872021
PTPRC	1.81188229	1.398481598	-0.707823895	-0.3785897	0.502627603	0.065060877	-0.352968961	0.22616633	-0.006598243	-0.303543458	-0.229478692	0.476057549	0.339755811	1.203544732	-0.835155272	-2.080411247	0.316856395	-0.386951919	-0.441875554	-0.619466297	-0.125915517	0.915887787	-0.562290429	-0.058061782	-0.997522636	-0.577727997	-2.132295607	0.228823959	-1.187646056	-0.43671086	0.163903144	0.373878488	0.868160451	-1.075245042	1.433982787	-0.478705246	0.113067367	-0.249519468	1.087479069	-0.410771899	0.933784165	-0.352968961	1.619788534	0.606282306	0.338139965	0.739661745	0.267093978	1.162938412	0.631343428	1.051982125	1.516898598	1.067268796	1.090732929	0.804392761	-0.497584953	1.095937961	-0.489142712	0.972535031	1.737608502	0.144824954	-0.326059507	-0.066325271	-0.123689438	-0.739237226	-0.100060924	-0.042435216	-1.77984883	1.541210255	0.379550656	1.524057236	0.210926509	1.113083505	0.169289072	1.108654369	-0.361598017	0.903215435	0.320964029	0.958828035	-1.33121866	1.357560398	-1.388819743	-0.119301649	-1.278535612	-0.908634298	-1.511041442	-0.227115359	-1.592484306	-0.309547837	-1.520053311	-1.971751885	-0.427065109	-0.771993545	-0.591062551	0.326167922	-1.559269663	-1.382079385	-1.22273393	-1.222203639	-1.610734698	-3.11536003	1.656790601	-0.63237972	0.88240906	0.291283686	1.240007337	-1.12402935	1.812320891	-0.966873133	0.282292418	0.610204978	0.103769301	0.016147668	0.819054434	1.088648365	0.812335458	-1.73105238	0.204846254	-0.158312396	-0.026385698
ACSS3	1.170359439	0.659332274	0.56164326	0.105107845	0.039570298	0.715751802	0.694710169	-1.03755666	0.843182671	-1.631452051	-0.934083902	1.068021235	0.508077257	0.347797898	0.507386451	-0.880718524	-0.919376716	-0.315136943	0.626572461	-0.54942921	-0.077374159	-0.024416766	0.839882909	1.440231776	0.538181902	0.727568008	-2.94391198	0.072182969	1.59601396	0.991262435	0.60275604	0.551586223	-0.223868174	-0.746816005	0.511517784	-1.906345327	0.194116866	-0.17046788	0.561584678	1.238068936	-1.576851223	0.694710169	-0.825152024	-0.587563192	-0.739804092	-0.708930024	1.153167345	0.352231148	1.165817036	-2.082315693	1.119807339	0.837016375	0.653307213	-0.77779523	-0.440224294	1.333794563	0.419371734	0.626604542	0.018142284	-0.11476847	0.279897872	-0.630858587	-0.664286755	-0.044581062	0.312952323	0.211577574	-0.147421821	0.216168762	0.404027217	0.642253881	-0.16240612	-0.284175883	0.273884295	0.744150081	-0.248478119	0.536155807	-1.482824403	0.289169669	0.523390298	-0.290569759	1.207595222	-0.922508451	-1.034034508	0.845496138	0.535710803	-0.073484009	-0.768359669	0.906266139	-0.168473765	0.294969236	-5.23745801	-1.64957216	-0.151991859	0.235280133	-2.733596196	0.731079514	1.007118536	-0.107684145	0.535082141	-0.154939836	0.278838599	1.111104844	-1.395048538	0.935860253	0.257128249	-0.196776114	-0.164708134	-0.531114035	0.136074052	-0.315080535	0.316333014	1.552137069	-1.044062607	-0.193838612	-0.105815015	0.244700738	1.08748735	0.041410018	-1.944228413
FAM50A	0.537421805	-1.011662263	-0.303299954	0.398432043	1.489423932	0.577056866	-0.321447842	-0.257221152	-1.969237659	0.641341714	-0.625653918	-0.042983185	0.21058337	0.416378744	-0.071056956	1.200166558	0.646277079	-0.912045309	-1.15224202	-2.088037425	-1.549426351	-0.29973823	-0.016268021	1.549095557	-1.629577126	-0.978631388	-0.010356239	0.38782659	1.430102881	-0.047493002	-1.020421586	-0.560169669	1.14588409	1.764280851	-0.444887706	-1.105894251	1.178226268	2.38993439	-1.47409289	-1.116510625	0.151670013	-0.321447842	0.877552682	-0.155091481	1.393209255	0.779466584	-1.172200838	0.25046796	-1.129855526	0.95166804	-0.248802835	0.008654148	-1.409243905	1.531490265	0.414264784	0.92252659	-0.417882947	-0.127371059	1.027677827	-1.456636484	0.95053091	0.718101161	1.659502584	0.670600072	-0.955013129	-1.81841794	-0.917041955	-0.954643873	0.65915396	0.171166829	-0.977317165	-1.706747569	-0.644210878	-1.242812412	-0.066800507	0.695437367	1.269971228	-0.471183161	0.525401801	0.5644006	-1.05075107	0.986497581	0.193670182	1.643509055	0.26179149	-0.952077232	-0.146682845	-0.697410618	0.026214351	-0.625839997	-0.154854773	2.349493924	0.430103232	-0.86284216	1.6839416	-0.539805924	1.243037535	-0.002749869	1.231634823	-1.993935216	0.515270782	0.519987176	-0.43648047	-1.045894176	-0.44178173	0.971909963	-0.020555448	0.312965704	0.71471927	1.517472589	-0.915802051	0.982893285	-0.122058284	0.227727345	0.232805733	-0.899269588	-0.742157549	-1.533788393	0.8230893
UBE2L6	0.557481618	-0.701399992	0.7128597	0.705342798	0.135704023	-0.353561475	0.15154751	-1.493731202	-0.119244607	-0.184845232	0.547022092	0.010840484	-1.23646526	0.96591039	1.785479861	-0.236469387	0.916995501	-1.876185675	0.164033762	0.618950181	1.229607706	0.85622127	0.608919372	1.037258087	-1.077246334	-1.201913361	0.804827002	0.864594663	0.013142592	0.361842904	0.988513838	-0.007858641	1.465790352	0.212003124	0.644394536	-0.713027992	0.054873228	0.44546483	-1.115590527	-0.115405891	0.863589162	0.15154751	2.280641231	2.000219168	0.592970163	0.148680433	0.648398588	1.868012978	0.424830004	2.047476517	0.037013312	-0.130250022	1.013717388	-0.879259107	0.383141858	0.913692536	-0.783867691	-1.299875445	0.151308356	0.829676008	0.923028449	1.133546785	1.126614112	-0.953333787	0.973200401	0.427488713	-2.790191654	-0.310473862	-1.189999461	1.066970014	-0.878885498	0.384974407	-0.944780792	0.739626183	0.035920252	0.631379048	0.673345605	-0.116661675	-1.609811643	-0.747013952	-0.84436704	0.353673263	-1.36684806	-0.70707935	-1.216851956	-0.639261537	-0.282428333	-0.362343508	-2.656151385	-1.290701483	-0.757860752	-1.177079501	-0.699388325	0.7865929	0.247393102	-0.297951248	1.180720253	-1.457054086	-1.170253847	-2.200674975	1.350469394	-0.662329228	-0.663298086	0.114594464	-0.891415818	-0.81354451	0.553624127	-1.915665744	1.335468558	-1.015715849	0.910916453	0.876933844	0.461944456	0.407247337	-0.18063918	-1.054718825	0.6804493	-0.616186722	0.461192199
SLC9A3R1	-0.67241494	-0.869738062	-0.711494716	0.74765208	0.175695765	-0.19592968	1.295948926	0.537639877	-0.640351852	1.058408061	1.866642072	-0.073385389	0.978750753	-0.542707218	0.821097538	-0.527526516	0.628545298	0.264748471	1.519129775	1.043119522	-0.883077303	-0.5200675	1.681869596	2.580263617	0.739973313	0.17635007	2.309048852	-0.045955029	2.109005674	1.06819608	-0.19484181	-0.519548445	1.602021573	1.125365999	-0.424066981	0.211232122	0.898708188	-0.049929208	0.840401049	-0.311450613	0.621175245	1.295948926	-0.558689662	-0.156893059	-1.088151015	-0.566556703	0.1231541	0.48060398	-0.083205118	1.263843933	-0.793305075	-0.549554485	0.140741476	-0.604809752	0.046618319	-0.125464911	-0.395578621	-0.641773891	-1.322132738	-1.325545113	0.043399099	-1.204968051	-1.348543808	-0.784099319	-1.184002226	-0.580934653	0.424634232	-0.196948473	1.037421453	-0.267542414	-1.044814727	-0.987860373	-1.55138179	-0.094910737	-0.948931976	0.909430169	-1.005173998	0.361596317	-0.242851857	-0.090092786	-0.761686745	-1.333256152	-0.201834504	-1.359915239	-1.951669212	1.663369323	1.312955635	-0.629255331	0.256814717	1.110364429	-0.970898442	-0.24633279	-1.302385719	0.363781465	0.50601088	2.173354818	0.051293879	0.688310116	0.89291157	-1.784782477	0.937395501	-1.470209202	-1.185889871	-0.291179031	0.914567242	-0.948245749	-0.406816708	0.428218893	-0.674504956	0.534255091	1.38300976	0.923752229	-1.17846923	0.686897542	-1.091692794	-1.295986014	2.114588687	-2.114937607	0.062148817
ERMP1	0.98322574	-0.716139801	0.583047506	0.318887012	0.400848927	0.0404231	-1.463129153	0.834721668	-0.631615465	0.543211815	-0.019216842	-0.13506331	0.789134889	-0.394745212	2.053457427	0.591513474	-1.076098269	-0.168732497	-0.090538885	0.230825205	-0.177647174	0.734670727	0.536399311	0.070822046	1.796122613	-0.026038401	1.974297576	1.086149046	-1.090843498	-1.318965268	0.498878668	0.436055228	-0.518574267	1.856907013	1.277232646	0.57078588	0.388995792	-1.273167451	-0.397948846	-1.782413878	0.102675526	-1.463129153	0.002332293	-0.182438617	-0.896093864	0.22123105	-0.96909577	-1.495972731	-0.994219997	-1.599297075	0.566300493	0.294233558	-0.627417677	1.515708731	0.038140675	-0.134587723	-0.057354722	-0.831735183	0.197765739	-1.638488035	-2.042011885	-1.049428458	0.862646242	-0.818696313	-1.137796983	-1.647012052	0.297834888	0.911307786	-1.153888323	-1.327478848	1.319278138	0.245727306	0.613825454	0.389028395	0.783705398	1.27433699	-0.342033114	-1.144352013	-1.567437235	-1.335654195	-0.231598249	-0.258521639	-0.598114105	-0.47689596	0.444169137	-0.260500446	1.077456079	-0.053180195	-0.70354478	-1.023479098	-1.01371946	1.108794808	0.852650859	2.160908252	1.491461362	-1.726366157	0.835406228	-0.368788206	0.313930135	-2.019220649	1.328438332	-0.502129645	1.171004066	0.928505141	0.179669542	0.361054713	0.69800156	0.955332591	1.163205288	1.631521854	0.43635901	0.627590611	-0.476782921	-0.016476948	1.350290138	0.537750922	0.043558408	0.267749611	-1.789420106
IL4I1	0.909345818	0.081853278	0.37817297	-0.185199499	-1.082215152	-0.672591685	0.665589188	0.29753933	0.521940621	0.328642965	-0.959778378	0.438883487	-0.895820999	0.746787583	-0.943430058	-0.04452567	1.856982596	0.02588049	0.600401867	0.324920742	0.577151359	-0.429286122	1.056906964	-1.099465047	-0.544696632	-1.124480005	-0.930227703	1.588160089	-0.726588292	-0.227194319	1.335470047	0.497809095	0.122760105	1.233707828	1.470103975	-0.816697767	-1.202191349	-0.618292796	0.226461523	0.203145014	1.046801397	0.665589188	1.078155153	-0.106790369	-0.315297959	2.044664627	-0.30839513	1.138537165	0.314137818	0.199998676	0.252251606	0.280376956	-0.132868019	1.316768435	0.043852742	-0.701249547	-1.170740565	-1.523048268	-0.57102654	0.941927901	2.165695949	0.544408034	1.739484614	-0.278573281	0.551486841	-1.365881632	-1.223538335	0.301459735	-0.451834026	-0.459530409	-0.005583999	1.477326362	1.823974532	0.004795067	-0.615573264	-0.658861675	1.794347516	0.027094059	-0.478783863	0.423847635	-1.809071366	-0.970436775	-0.516163075	1.416976064	0.169188595	-0.986088565	-1.111865057	-0.120717526	-2.669673611	-2.407191148	0.880164766	-0.107849648	1.121721165	0.102509148	0.15658263	-0.925018278	0.285715899	-2.613423123	-1.543422438	-1.495745925	0.037172119	1.564570663	-0.157001135	-0.004399996	0.627648517	-1.352816147	0.561808278	-1.048585548	1.295284329	-1.859936618	1.531889127	-0.797747313	-0.754998456	0.868322565	0.607300946	-0.794572518	0.41172597	0.016735841	0.065816524
SELENBP1	-0.003173128	-0.444731017	1.04852569	1.261415249	2.355003774	1.749513278	-1.561613124	0.913515347	-0.287120378	0.115774646	0.620502715	0.434586895	0.238323952	-2.115791766	-0.892984893	0.192093986	-1.141649872	1.355173159	0.648571281	0.262814575	-0.240545033	-0.710594798	-0.294573496	2.446307683	0.166886577	0.515546328	-0.156267037	-0.344456135	-0.982705363	1.018446991	-0.052396136	2.318059187	0.20248181	1.598559923	0.812526657	0.594479965	-1.017312723	-2.683436798	-0.408903588	1.112202236	-0.735194109	-1.561613124	-0.206854316	-1.2510285	0.195482465	-0.712485426	0.354633909	0.24722506	-0.389255955	0.183995515	0.277994671	0.269818457	0.880208964	-0.839350944	0.75611132	0.880862504	0.189959001	1.223077628	0.307806266	-0.105006319	-0.818470999	-1.153933099	-0.444741604	0.109813664	-1.717129352	-0.9408641	0.396585832	-0.700783438	-1.212759449	-0.840314029	-0.347130088	-0.081356596	0.47130863	-1.295557832	0.39765875	0.863833109	1.063295358	-1.487093259	-0.599706202	-1.059111032	0.096147164	-0.263791223	0.273401714	1.19068517	-0.061154197	-0.014902356	-1.218718017	0.886105052	-0.874218635	-1.109854811	-1.502226104	-0.936070475	-0.27791593	-0.420140686	0.011472401	0.337218171	0.829708018	-1.078271846	1.063591685	1.906027165	1.725445697	-0.193204884	-2.127440457	-1.367358275	0.349704065	-0.502807124	-2.062774003	-1.637460633	0.922744442	0.393390049	0.7632211	-0.287609795	-0.366239732	-0.116118496	0.361078493	0.574925915	2.018441713	-0.056624035	1.512031755
IGF2BP3	-0.773507817	-1.416616367	0.234640375	-0.585600416	-0.425801517	-0.20801454	-0.49070794	0.178357828	1.194300338	-0.696470541	-0.980116203	-1.039786269	-0.867739678	-1.138114196	-0.791772541	-0.081653984	-0.778583241	-1.015655902	0.519325994	0.026359315	0.608516045	-0.864542607	-1.246206126	-0.383396453	1.010923831	0.073838535	-1.638496921	-0.262390448	0.676760733	-0.736828509	-0.841576779	0.246059993	0.767503273	-0.222785599	-0.741304914	1.194162539	1.335563659	-1.353453671	-0.366560815	-0.761237712	-0.798914001	-0.49070794	0.247637525	0.181336093	0.903886297	0.287400531	-1.61410139	1.422911011	0.336119984	0.253830603	-0.403053323	1.319335509	1.4355825	0.896259834	-0.032749198	1.519210464	-0.741390809	1.262611295	-0.91909549	-1.722916492	-0.616890813	0.805219267	-0.962557217	-1.876141075	-1.354207749	0.715503208	-0.640179996	1.065870844	-0.694147272	-0.125571501	1.328982777	0.514116965	0.381565571	-0.826278562	1.080155575	-0.727670028	0.070249315	1.481816424	0.070287756	-0.260050629	-1.277848893	-0.399247054	-1.689680289	-0.66301083	-1.519480315	-0.50990766	1.6322891	1.409432825	1.572258955	1.474220363	-0.950862858	1.730591024	0.974793618	1.342634837	0.741498598	-1.11181279	1.09085553	1.24932274	1.399297881	-1.279419584	-0.722152062	0.278026382	1.443198334	-0.644799892	-0.771280487	1.231498916	0.753371358	1.548026466	-1.324577006	1.906814995	0.068240064	0.298646698	-1.405879481	0.898877282	0.95551013	1.046632069	-0.485993428	1.242311775	-1.388384242
GSPT1	-1.294633652	-0.670728382	1.065073865	0.321955842	-1.441414136	-0.59871175	0.366739395	0.09189318	0.835832453	-0.63421197	0.247662865	-0.789206666	0.252034137	-0.017258424	-0.656941358	0.127876277	-0.63003512	-0.705372104	-0.135819541	0.411043828	1.176453911	-1.363909039	-0.453586449	-2.280706482	0.531493094	-0.74820081	0.756870331	1.073169461	-0.863746901	0.350351404	-0.500109618	1.341879136	1.019909542	1.634999279	-0.472736312	-0.301617437	0.402904178	-0.576236527	-0.545454531	-0.006868182	-0.64022031	0.366739395	0.51993759	-1.192499599	-0.474457019	0.598127762	-0.573530991	-0.466904581	3.250576306	-0.379840377	0.597703419	-0.792212734	0.573189185	-0.13529517	-1.241687913	-0.587318935	0.401061045	1.465004747	-0.707818535	-0.451883464	0.659012858	-1.150350167	-0.308644251	-0.438590379	-0.774493447	0.248270685	0.27407942	0.039110981	0.600117738	0.054404411	-0.547741787	0.006204336	-1.255863431	0.674731722	0.632796759	-0.086858617	0.258808483	0.803481106	-1.092681087	-0.476001748	-0.336286103	-2.040014417	0.979447962	-1.142666126	0.197486662	0.515412778	-0.854345428	0.003261597	-0.97224467	0.430752716	0.069780506	-0.088617341	6.025476401	-0.376064712	0.73529703	0.211463377	1.171452363	0.450324526	-1.90707169	0.094137283	1.532552435	-0.68880146	1.11104206	0.634617605	-0.416427829	-0.914315121	0.530215312	1.017677453	-0.327855721	0.53773115	0.269678821	-0.677880506	0.263050358	0.514210947	1.066540255	-0.439930531	-0.89761504	-0.36203446	-0.400662557
GLIPR2	1.361838164	-0.410814163	-0.050518906	-0.088702758	-0.100307663	-0.448948433	-0.671437267	-1.095201524	-1.827184908	-0.457621382	0.981949601	1.670992933	-0.224324649	1.202807228	1.304530323	-2.197730152	-0.953094313	-2.438408837	0.377394693	1.480427137	-0.934203356	-0.50402542	0.195212296	-1.193915851	-0.073403638	-0.554672471	2.569870397	-0.271256046	-1.640146326	-1.583854941	-0.029457884	-0.569402775	0.44276088	2.113069463	0.758151874	-0.846668971	0.406240873	-1.038833904	0.804847999	0.763223296	1.933452064	-0.671437267	1.294015501	0.670408361	1.219638539	0.876184515	-1.073313018	0.297324559	0.433540473	1.586231797	-0.123261949	-0.703564588	0.035902332	0.548944205	-0.795354603	-0.87005984	1.061918412	0.119650502	-0.6222549	0.121003076	-0.290966469	-0.897705428	0.738654442	-0.16503688	-0.882673319	1.092434429	-1.069392032	1.245965724	-1.858420797	0.752127538	0.127171123	-0.005171269	0.328211175	-0.990396995	0.117053531	0.879811852	-0.097480007	-0.6493275	0.009009628	0.050081501	-0.859722022	0.954059863	-0.072040224	1.223398789	0.432533403	-0.398902203	-0.130276586	-1.789978756	-1.709903816	1.249513632	-1.887635739	1.476107136	-2.243653759	1.664627663	-0.036617545	-0.472052328	0.084233625	-0.595476266	-1.143374821	-0.371797407	0.560082449	0.448781987	-0.341956391	0.053147451	0.019017121	-0.884707754	0.174986003	-0.090310824	-0.238570222	1.209182403	0.318582107	-0.208206648	1.805690264	-0.72588141	1.025831836	0.742650539	1.362176294	-0.303894069	-0.329348137
GBP4	1.371020507	0.503888349	-0.029367789	0.111448461	0.23192854	0.57035987	-0.025007941	-0.719461903	-0.142806399	0.179719445	0.810581447	0.000770683	-0.900696086	0.728802925	-0.387134392	-2.218076547	0.077804785	-0.636910437	-0.204241802	1.056270836	0.451648597	1.388306376	1.124736168	0.296765781	-0.528735135	-2.132656516	-0.353539546	0.498540791	-0.051426576	-0.131486403	0.952081319	-0.032059432	1.723060238	0.576931909	1.574838946	-0.281172192	0.7688479	0.51153443	-1.348337006	-0.49672316	1.666647272	-0.025007941	1.248268844	0.759569158	-1.003528276	0.339811042	1.17307897	1.01272668	0.119586665	0.970605016	1.325002548	-0.048827592	1.229535754	0.844485596	0.300288769	1.228100875	-0.604414716	-0.626048425	1.411219225	-0.700822391	-0.216215903	0.712601236	1.2635605	-1.295653278	0.861908959	-0.660461805	-2.103152128	0.821996244	-1.146259495	0.489722529	-0.409560051	0.384242734	-0.397613294	1.07540807	-0.068813054	-0.071810923	1.087405714	0.098993532	-2.195330048	0.181745337	-1.767752197	0.149364381	-0.81843481	-0.377519674	-1.218302712	0.24133158	-0.942503339	-0.816217227	-2.484311687	-0.522148605	-0.104138624	-1.634328472	-1.231460991	0.814664508	-1.041377965	-0.321681289	0.179452169	-0.671740977	-1.996562574	-2.868516736	1.736908925	-0.335411179	-0.517882403	0.249094154	-0.425451537	-1.251658542	0.957422287	-1.157590212	0.627434485	-0.669140519	0.932840801	0.054744802	1.442893855	1.435375281	0.702595115	-1.756241067	0.694114676	0.760661429	-0.225923963
CMAS	0.692822251	-0.186990891	1.309643239	0.725955418	0.230560343	0.783648721	-0.913695418	-0.893439148	-2.005308725	0.000582932	-0.992354099	-0.195309043	5.405387652	-0.64215236	-0.332404193	0.204086039	-0.541062041	-0.258922789	-0.656516092	0.330976996	0.74314913	1.066686196	-0.498067951	0.789382251	0.275680028	0.633982436	-0.37799722	0.178637184	-0.482847621	1.041322885	-0.034969917	0.350273347	-0.120514446	-0.391569618	0.236141314	0.014551429	-0.124935578	-0.914782073	0.409850631	-0.877844751	-1.034097107	-0.913695418	-1.21963172	-1.5256815	2.706135341	-0.585389862	-1.19765264	-0.009576412	-0.574603961	0.687637791	-0.236658365	0.549834435	0.277410291	0.882790937	-0.049012688	0.05870818	0.350768963	0.445894642	0.393871298	-0.344506582	-1.053589052	-0.662254171	-0.166056058	-0.446648416	-0.40525448	1.081373309	1.703987886	-0.729309679	-1.159057556	0.400247472	-0.426885681	-0.142723557	-1.345707431	-1.113813835	-0.28085959	1.257540044	-1.01311131	-1.198117112	0.095318796	-0.299233816	0.044433821	-0.306794267	-0.464718409	0.885300257	-0.745297928	-0.698653178	-0.309487338	0.502149024	-0.081496725	0.271420988	-2.896867938	0.09405205	-0.958329534	0.402171619	-0.095845006	0.871164607	0.148471361	0.239935456	2.601965326	-0.725073536	0.73475693	0.043414171	-0.285881197	-0.337496793	1.217759756	0.033791718	-0.582421494	-0.312807972	1.494827339	2.267962267	-0.350961912	-1.344149851	0.701622498	-0.054408581	0.961963231	0.684005544	0.970504288	-0.579911987	-1.757376312
TIMM44	-0.43814757	-0.173515623	-0.781743113	0.166345305	-0.512113266	-0.824631702	0.877284898	-0.477049589	0.798662497	0.805473992	-1.375777892	2.506485945	-1.414324732	-0.323113471	1.58061619	-0.473530946	-0.957528321	1.457709369	-0.111382542	-1.950263972	-0.521044601	0.298891106	1.45893778	0.604718622	-1.644495622	-0.267621805	1.098911308	0.427191372	0.193151394	-0.483798691	-0.704352745	1.304360334	-1.064571004	-0.208049652	0.316562868	-0.332277846	-0.910197241	1.176785227	-1.037005984	-1.078942876	0.595611566	0.877284898	-0.316225912	0.217380375	0.576492687	-0.284826693	0.283984138	0.869559787	2.966095789	-0.532802158	-0.555749933	1.578226023	0.802092372	-0.012861188	0.731587418	0.258076285	-0.575152921	0.441054125	-1.18032676	0.554291387	-0.558678819	1.206668442	0.325841532	1.127685916	0.439734633	0.582307064	-1.104765061	-1.846478424	0.702460831	0.240298283	-0.332789278	0.190332158	0.748739129	-0.355117204	-0.583960499	-2.340997891	-1.058151362	0.451271407	0.268201813	0.018122737	1.420376261	1.383142182	-1.188686224	0.538379517	-0.352926797	1.389212505	1.989212923	0.089949119	2.062682881	-0.863868349	1.877415574	-0.220586798	1.148089989	0.771039747	-0.200408518	-0.475701476	0.038582373	0.334666375	0.489388787	0.576399164	0.574658597	0.162304362	-0.803426395	-1.855347802	-1.291110909	-0.766198987	-1.268703122	-0.578366059	0.098244402	0.812261706	-1.200887596	-0.42779312	-1.826878587	-0.306836208	0.815643743	-0.975376193	-1.243089011	-1.71718144	-0.977761693
